Region,Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Nativeness,Nativeness Tags,Abundance,NPS Tags,Park Tags,Internal Park Tags,References,Observations,Vouchers,ExternalLinks,T&E,State Status,Ozone,GRank,SRank
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Geomyidae,90690,180228,Active,Thomomys talpoides,northern pocket gopher,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2,,7,,,,,G5,CO: S5
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Sciuridae,89669,180140,Active,Marmota flaviventris,yellow-bellied marmot,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,1,2,29,,,,,G5,CO: S5
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Sciuridae,89705,180173,Active,Sciurus aberti,Abert's squirrel,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,,,2,,26,,,,,G5,CO: S5
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Sciuridae,89704,180172,Active,Sciurus niger,Fox Squirrel,,Accepted,No,Approved,Present,,Non-native,,Rare,Breeder,,,,,,,,,,G5,CO: S4
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Sciuridae,89682,180152,Active,Spermophilus elegans,Wyoming ground squirrel,Spermophilus elegans elegans,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2,1,45,,,,,,
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Sciuridae,89684,180154,Active,Spermophilus lateralis,golden-mantled ground squirrel,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2,4,24,,,,,,
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Sciuridae,89694,180163,Active,Spermophilus variegatus,rock squirrel,,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,1,,,,,,
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Sciuridae,90653,180195,Active,Tamias minimus,least chipmunk,Tamias minimus operarius,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2,4,60,,,,,,
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Sciuridae,90661,180201,Active,Tamias quadrivittatus,Colorado chipmunk,,Accepted,No,Approved,Probably Present,,Native,,,,,,1,,3,,,,,,
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Sciuridae,90669,180209,Active,Tamias umbrinus,uinta chipmunk,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,2,3,15,,,,,,
,ROMO,Rocky Mountain National Park,Mammal,1,Rodentia,Sciuridae,89697,180166,Active,Tamiasciurus hudsonicus,"chickaree, Pine Squirrel",,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,3,4,24,,,,,G5,CO: S5
,ROMO,Rocky Mountain National Park,Mammal,1,Soricomorpha,Soricidae,88122,179929,Active,Sorex cinereus,masked shrew,,Accepted,No,Approved,Present,,Native,,Unknown,,,,1,2,37,,,,,G5,CO: S5
,ROMO,Rocky Mountain National Park,Mammal,1,Soricomorpha,Soricidae,88660,179946,Active,Sorex hoyi,pygmy shrew,,Accepted,No,Approved,Present,,Native,,,Management Priority,,,1,,8,,,,,G5,
